-1803 -2855 -2244; -77 -45 -45
6494 -731 -1436; 10742 -8435 -3069
7304 -1183 -498; 13793 -8638 -1584
7298 -2333 60; 16343 -8638 178
6769 -3519 2679; 18027 -8382 2081
5097 -3712 5008; 18999 -7629 4052
3407 -4146 5392; 19298 -6314 5825
2439 -4613 6434; 19083 -4707 7261
2419 -4979 6989; 18485 -2913 8297
3220 -6111 5986; 16989 -989 8870
4081 -6499 3957; 13994 751 9120
4560 -5715 1912; 9449 1963 9170
4877 -4269 -574; 4420 2582 9130
4478 -1464 -3378; 459 2724 9190
3603 1962 -5109; -1385 2490 9308
3253 3085 -4744; -742 2174 9331
3287 3921 -1433; 1357 2061 9272
3570 4041 851; 2661 2205 9157
3385 2850 -971; 2981 2476 8947
4938 1933 -1433; 3369 2758 8725
5029 1959 -708; 3830 3051 8551
5326 1480 -767; 4035 3435 8360
6241 4 -951; 3765 3808 8101
7655 -1296 1093; 3096 4068 7882
9767 -17 829; 2284 4331 7779
9735 1278 403; 2244 4630 7662
10077 -67 2501; 3398 4949 7454
10742 -487 3717; 4223 5390 7246
11604 -462 4734; 4140 5884 6984
12866 -1088 5725; 4478 6395 6656
13848 -1103 6587; 5628 6971 6290
14856 -709 7229; 7136 7637 5786
16078 -704 7401; 8491 8369 5040
16973 -162 7927; 9500 9035 4117
17624 1042 8557; 10362 9584 3030
18172 1812 9192; 11559 10005 1689
19124 1806 11779; 12784 10222 136
19022 2412 12715; 13015 10284 -1450
18298 3165 13142; 12720 10120 -3058
18020 2963 15262; 13713 9592 -4673
16843 4416 12420; 15268 8840 -6259
15283 6717 8235; 17562 7675 -7869
14018 9067 6308; 21854 5733 -9350
13685 8676 3394; 25683 2951 -10505
12576 5214 774; 25797 -372 -10861
10669 4168 -974; 20690 -3496 -10218
8652 3726 -522; 13401 -5732 -9319
7054 1857 763; 8987 -7027 -8593
6161 371 1556; 8588 -7776 -7750
7054 -1640 3206; 10628 -8510 -6715
7164 -3404 2736; 12140 -9206 -5393
6245 -2488 1480; 10562 -9682 -3895
5776 -1466 2645; 7305 -10090 -2706
5374 -676 1624; 4889 -10215 -1927
5786 -67 -988; 4025 -10085 -1316
6183 526 -984; 5100 -10092 -710
5986 121 191; 8123 -10007 129
6655 -1169 182; 11929 -9652 1352
6940 -1572 1666; 15236 -9068 3046
6886 -746 2042; 17268 -8122 4940
6303 -420 4552; 17989 -6886 6614
5463 719 7274; 17760 -5324 7970
4555 1032 7050; 17416 -3365 8858
3688 -973 7564; 17840 -1293 9313
4047 -288 7496; 17459 753 9492
4825 -1200 5784; 16403 2772 9200
4892 -1920 4230; 14309 4467 8631
4468 -1475 3085; 10549 5616 8023
4219 -1556 236; 5544 6286 7480
3548 149 -4017; 894 6496 7267
2304 3029 -7521; -1480 6286 7382
2404 3001 -7371; -377 5987 7446
3170 2036 -5382; 2007 5895 7341
3914 2613 -4003; 2247 5922 7165
4068 5098 -421; 1247 5904 6972
4415 3144 341; 1350 5918 6757
6258 1376 740; 2003 6067 6539
6972 1583 1041; 2489 6226 6339
7142 1310 1563; 3122 6487 6066
7955 -245 2694; 4102 6845 5653
9604 631 3710; 4164 7223 5258
10444 1937 4339; 3728 7595 4913
11682 1992 4536; 4934 7954 4451
12007 2511 5324; 6899 8435 3826
12405 2890 6116; 7790 8939 2972
12964 3310 7799; 7968 9305 1964
13695 4126 9055; 8748 9635 904
15094 4066 9976; 10437 9888 -344
17390 5632 9691; 11961 9939 -1776
19016 6870 8922; 13513 9694 -3365
20414 7175 8902; 14963 8999 -5078
19989 9352 11894; 15220 7853 -6685
19117 9124 10158; 14778 6702 -8262
17152 6867 10030; 16465 5283 -9647
15478 8951 7066; 19476 3222 -10442
15655 7760 1295; 22282 757 -10922
14493 5964 -1386; 23991 -2194 -10695
11813 5550 -3417; 23027 -5112 -9401
8901 4902 -4789; 18918 -7384 -7789
8115 4133 -1803; 14096 -9053 -6284
7530 3076 270; 11574 -9974 -4877
7555 1219 66; 11587 -10354 -3507
7557 -361 1083; 12283 -10648 -1934
7893 -676 1129; 11346 -10736 -342
7505 -50 1227; 9252 -10582 983
6498 1485 2992; 7776 -10379 2099
5977 1429 3413; 7182 -10043 2983
6026 134 1675; 7049 -9542 3762
6146 544 -7; 6890 -9042 4548
5833 759 98; 7511 -8509 5278
5570 128 2034; 9551 -7818 6057
5432 733 3777; 12051 -6832 7006
4828 1762 3977; 14500 -5378 8016
4483 1779 4048; 16018 -3593 8816
4030 3024 5072; 16488 -1773 9341
3259 5747 6302; 16854 126 9567
2388 7386 5190; 17872 2161 9217
2163 3462 8391; 19501 4170 8334
3347 3786 6607; 19460 6105 7164
3750 2062 4518; 17762 7618 5624
3675 723 4308; 15086 8495 4029
3092 268 2856; 11408 9000 2710
2624 -1649 607; 7145 9219 1671
2422 -2663 -2855; 2879 9213 1116
1990 -2262 -7381; -107 9149 1069
2095 -2465 -8460; -78 8982 1181
2652 -2305 -6918; 1658 8777 1179
3172 -1623 -5889; 2529 8661 1027
3572 -102 -4875; 2091 8527 823
2631 3655 -583; 1472 8349 647
4684 1707 -241; 1737 8339 356
6343 1173 -3; 1967 8344 92
7277 1524 -158; 2103 8344 -144
7381 1227 637; 3335 8430 -543
8185 508 1511; 4750 8483 -1125
9098 2851 2496; 5059 8436 -1626
10508 4560 2920; 5482 8383 -2186
11196 3482 1616; 5937 8363 -3048
11399 5586 1924; 6003 8175 -3823
11675 7788 2646; 6348 7900 -4585
12356 8679 2620; 7433 7563 -5540
13827 10704 2699; 9422 7001 -6504
15430 11619 5102; 11705 6157 -7548
18751 12333 866; 13037 4976 -8674
19927 12513 -1395; 14581 3400 -9529
18596 15975 4195; 16797 1292 -9988
17342 14373 4712; 17217 -867 -10430
16016 7300 3737; 18812 -2907 -10576
14863 6500 -249; 22159 -5108 -9368
13761 2191 -4016; 22956 -7271 -7476
11561 -1203 -5773; 20483 -9065 -5336
10213 1224 -8112; 15755 -10036 -2990
9750 3968 -9197; 10750 -10491 -1273
8778 3793 -4938; 8707 -10857 -200
7324 2323 -1715; 10886 -10784 1043
5255 1162 1155; 12935 -10347 2575
5170 1547 3247; 12463 -9827 4103
6047 1316 783; 10979 -8973 5409
6036 -475 -484; 9609 -8080 6353
5216 -85 1249; 8225 -7411 7154
4596 1426 1133; 7385 -6651 7853
4543 377 504; 7083 -5814 8316
4699 -347 430; 6862 -5041 8665
4659 1090 148; 7508 -4179 9043
4037 755 310; 9756 -3094 9323
4141 -984 2419; 13449 -1627 9455
4457 1510 4083; 17281 304 9734
4931 4731 3579; 20113 2677 9606
5015 3644 4830; 21438 4960 8494
3747 6243 2135; 20815 6925 6964
2341 8137 1858; 20498 8376 5074
1952 8626 6701; 21568 9143 2767
3897 6676 4328; 20844 9582 196
5173 3148 3481; 18987 9374 -2240
5070 1489 3296; 15811 8651 -4125
3443 -391 2936; 10354 7857 -5469
2189 -3388 3000; 3536 7258 -6210
1149 -5688 -154; -1813 7169 -6266
1214 -7272 -3088; -2228 7431 -5903
1634 -7622 -2148; 875 7453 -5606
1823 -6150 -1149; 2108 7242 -5551
2423 -3627 -1886; 870 7097 -5564
2321 4445 -3673; -96 6999 -5487
5438 2072 590; 760 6848 -5641
7528 2715 481; 1582 6736 -5886
8332 2313 -1199; 2105 6666 -6092
8769 1484 725; 3963 6371 -6509
9689 2845 -143; 4729 5956 -7003
11417 4477 -2228; 4777 5575 -7455
12150 4666 -2182; 5322 5016 -8008
12500 5674 -2288; 5454 4317 -8585
13274 7007 -2910; 5337 3614 -9092
14150 8825 -3660; 5753 2857 -9566
15325 9599 -4440; 7211 1947 -10018
16596 9462 -4329; 9376 768 -10415
17900 10345 -5467; 11030 -673 -10626
20235 9991 -6376; 12436 -2318 -10577
22472 7632 -6520; 14172 -4128 -10167
21673 10043 -6367; 14855 -5957 -9200
20082 15324 -5862; 14733 -7631 -7928
18506 11260 -1315; 16034 -9215 -6824
15784 6992 -889; 19207 -10323 -5035
14705 4223 -5095; 22847 -10742 -2195
12473 -1069 -3331; 23978 -10907 951
8879 -5756 -408; 22196 -10313 3941
7626 -4971 -4807; 17452 -8849 6325
7979 -3131 -6140; 12203 -7608 7844
7790 -1141 -1161; 11108 -6708 8948
6509 -1228 1612; 12629 -5307 9803
5202 442 1744; 13085 -3546 10406
4641 3737 1627; 12425 -1905 10877
4561 3594 898; 11647 -293 10909
4263 2673 664; 10153 1118 10642
3953 3391 392; 7920 2226 10395
3765 1861 844; 6039 3042 9988
3949 -296 1676; 5833 3692 9532
3670 17 1347; 7116 4460 9132
4463 1780 1825; 9863 5427 8619
4914 2895 2453; 13791 6681 7765
5295 2348 2859; 16445 7989 6301
5481 2938 2295; 16752 9021 4472
4768 4346 -149; 15694 9666 2613
4040 4998 -1680; 15041 9857 714
3724 6202 -2479; 15361 9653 -1151
4064 5385 -2474; 16534 9127 -3048
5180 3779 -1706; 17714 8166 -4918
5917 2518 -987; 17624 6818 -6537
5999 1067 -672; 16123 5258 -7772
5531 -555 -48; 13233 3688 -8596
4662 -1518 229; 9175 2401 -9014
4054 -2988 1068; 4754 1545 -9178
3094 -5112 2497; 1249 1130 -9224
2678 -6714 2896; -32 1108 -9125
2726 -7737 2742; 1310 1165 -8943
3066 -7662 2806; 2630 1011 -8759
3504 -5308 -1139; 2204 757 -8611
3663 -2650 -2045; 871 577 -8476
5072 425 -1305; 185 424 -8381
6715 -15 -942; 762 298 -8354
6896 -522 -939; 2101 98 -8386
6721 663 -1230; 3357 -281 -8352
7921 1219 -2048; 3866 -795 -8314
8890 635 -2471; 4538 -1373 -8316
9566 17 -2890; 5320 -1968 -8253
9862 12 -4116; 5376 -2601 -8124
9953 1166 -4977; 4970 -3318 -7938
10315 2624 -6506; 5179 -4012 -7686
11373 3471 -8089; 6497 -4727 -7384
12157 4015 -8360; 8430 -5574 -6949
13935 3406 -9339; 9907 -6501 -6320
15694 1738 -9333; 11384 -7425 -5437
15612 1452 -9127; 13168 -8282 -4209
14411 3427 -9057; 14960 -8875 -2566
14532 5199 -12031; 16987 -9150 -623
14628 3343 -8901; 18331 -9460 1297
14387 2969 -5392; 19067 -9249 3316
12863 -384 -5204; 20298 -8014 5380
10559 -4268 -458; 20362 -6563 7162
7978 -6010 1706; 18156 -4838 8543
6301 -8537 -1327; 14741 -2871 9336
4370 -6611 -2245; 11973 -1349 9875
2636 -4321 129; 11881 1340 10065
3181 -2662 1582; 12083 2764 9802
4412 -1597 1694; 11237 4102 9337
4556 -1330 803; 10223 5271 8623
4428 1 137; 9395 6225 7947
3817 602 -328; 7886 6933 7196
3683 -65 -63; 6143 7394 6406
3354 102 846; 5293 7735 5801
2964 728 726; 5285 8029 5203
2924 1227 589; 6080 8333 4530
2838 1240 1223; 7531 8622 3728
2809 1543 2261; 8984 8838 2719
3010 2423 2709; 10226 9032 1575
4094 3397 2244; 11444 9144 275
5232 4144 649; 12597 9034 -1174
5714 4229 -1164; 13426 8650 -2691
5159 4644 -2834; 14009 7958 -4152
4455 4791 -3715; 14743 6965 -5511
4117 4335 -3738; 15643 5697 -6733
4192 3373 -3015; 16027 4147 -7728
4172 2382 -2115; 15362 2463 -8413
3988 1317 -1622; 13715 866 -8746
3418 134 -345; 11188 -551 -8819
2450 -887 1279; 7852 -1665 -8747
1634 -1431 2863; 4269 -2349 -8635
1565 -2293 4368; 1633 -2663 -8563
2017 -3208 5092; 446 -2704 -8518
2832 -3715 4503; 633 -2640 -8425
3125 -3512 3346; 836 -2616 -8294
3574 -3862 -1550; -15 -2617 -8187
3738 -1890 -1549; -660 -2632 -8085
5672 -1085 -600; -32 -2682 -7981
5756 -1914 -1220; 1616 -2749 -7911
5805 -1622 -958; 2962 -3025 -7763
6848 -600 -1068; 3237 -3467 -7530
8019 -167 -2171; 2921 -3899 -7363
8587 1881 -3373; 2737 -4312 -7211
10409 752 -4056; 3551 -4652 -7093
11102 -1296 -3671; 5155 -5187 -6893
11123 -767 -4302; 5467 -5864 -6470
11213 299 -5950; 5009 -6468 -6020
11608 633 -7356; 5349 -7061 -5611
13164 392 -7947; 6666 -7672 -5026
14030 647 -8440; 7937 -8308 -4256
15140 421 -9046; 9187 -8901 -3304
16517 -92 -9581; 10621 -9388 -2152
18306 -877 -9737; 12073 -9726 -771
19380 -2167 -9491; 13668 -9778 873
19173 -369 -12330; 14667 -9490 2680
17318 1282 -11946; 15840 -9037 4474
15659 1751 -7980; 18406 -8240 6329
14652 1112 -4417; 21431 -6578 8158
13079 -915 223; 22746 -4273 9623
11543 -2619 4695; 21008 -1777 10429
10459 -6887 4868; 16533 621 10434
9260 -8273 2249; 11285 2425 10146
7247 -3807 -523; 8005 3580 10048
