-724 -3261 -2287; 39 -52 -93
-933 -3742 -3361; -438 -405 251
-931 -3966 -3584; -418 -473 265
-873 -4113 -3827; -314 -547 286
-1024 -4401 -3753; -110 -632 310
-1055 -4345 -3847; 46 -726 322
-1042 -4236 -4107; 7 -822 322
-801 -4205 -4558; -187 -926 295
-630 -4252 -4949; -328 -1043 236
-416 -4088 -5505; -170 -1152 169
-419 -4430 -5731; 329 -1252 74
-453 -4425 -5727; 955 -1358 -34
-611 -4443 -5083; 1668 -1418 -136
-1532 -4181 -3698; 2183 -1414 -244
-2295 -4105 -2460; 1986 -1334 -375
-2386 -4745 -785; 1423 -1148 -549
-2768 -4838 -338; 1195 -817 -712
-3251 -4522 622; 1245 -447 -852
-3166 -3411 2208; 1268 -62 -1012
-2460 -4336 1928; 1068 501 -1261
-1608 -3150 2025; 864 1137 -1498
-699 -2175 1590; 878 1756 -1730
190 -2249 1366; 943 2308 -2061
846 -1529 806; 849 2824 -2356
1497 -826 448; 723 3313 -2617
1862 -805 -317; 339 3727 -2924
2625 -1073 -829; -138 4057 -3207
2797 -1076 -1377; -433 4321 -3401
3359 -1408 -2404; -541 4543 -3567
3342 -1569 -1845; -679 4666 -3686
4084 -2163 -2865; -916 4751 -3778
4168 -1419 -4292; -1117 4765 -3782
3937 -1136 -3903; -1135 4625 -3793
4037 -1587 -4108; -1354 4494 -3818
4058 -1741 -5680; -1419 4428 -3795
3523 -1886 -5861; -1467 4226 -3711
3338 -2009 -5722; -1352 3901 -3642
2869 -1955 -5414; -1188 3543 -3587
2566 -2218 -5546; -1271 3201 -3507
2017 -2192 -5472; -1255 2806 -3376
1447 -2313 -4847; -1301 2338 -3227
1089 -2780 -4962; -1340 1887 -3087
640 -3047 -4636; -1147 1438 -2897
37 -2533 -4074; -1017 955 -2663
74 -2574 -3799; -1033 482 -2457
-34 -2187 -3474; -1041 16 -2236
-154 -1542 -3271; -1077 -444 -1980
94 -1458 -3396; -1159 -878 -1757
302 -1432 -3102; -1184 -1330 -1536
285 -1095 -3073; -1159 -1745 -1280
400 -1418 -2965; -1178 -2126 -1039
488 -1607 -2576; -1176 -2503 -779
703 -1978 -2519; -1195 -2834 -486
739 -2512 -2793; -1096 -3115 -192
1025 -3051 -2537; -773 -3407 117
1268 -3262 -2353; -448 -3672 478
1467 -3372 -2617; -102 -3854 864
1669 -3661 -2876; 250 -3982 1261
1850 -3907 -3028; 672 -4103 1685
1695 -3859 -3181; 1066 -4214 2114
1965 -4152 -3474; 1223 -4283 2491
2795 -4649 -3549; 1296 -4332 2829
2592 -3590 -3866; 1557 -4335 3184
2196 -3009 -3902; 1673 -4273 3452
2097 -2558 -4271; 1525 -4237 3593
2064 -1793 -4539; 1516 -4222 3674
2289 -1446 -4099; 1801 -4200 3656
2152 -1233 -4014; 2056 -4127 3580
2393 -1690 -3757; 2345 -4013 3495
1813 -1585 -2646; 2885 -3891 3411
656 -1176 -1555; 2994 -3712 3312
155 -2157 -1629; 2051 -3512 3106
-311 -2633 -1810; 1264 -3362 2836
-394 -3519 -2527; 880 -3198 2563
-563 -3693 -3032; 788 -3024 2307
-674 -4188 -3851; 1217 -2850 2046
-348 -4710 -4313; 1975 -2690 1802
-484 -4598 -4170; 2800 -2527 1603
-904 -4822 -3709; 3168 -2329 1408
-1123 -5354 -3612; 2909 -2108 1181
-1782 -5089 -2663; 2564 -1924 953
-2005 -4860 -1873; 2129 -1731 728
-1947 -4854 -1807; 1580 -1479 440
-2009 -4538 -2113; 1405 -1224 148
-1791 -4301 -1940; 1688 -991 -134
-1862 -4055 -2659; 2088 -720 -444
-1690 -4292 -2992; 2407 -474 -770
-1557 -4400 -2291; 2572 -296 -1054
-2093 -4042 -1870; 2396 -84 -1324
-1862 -4942 -739; 1882 169 -1628
-1732 -5021 614; 1500 435 -1860
-1703 -4819 678; 1254 805 -2016
-1393 -5452 1153; 1071 1188 -2210
-1488 -5070 2086; 807 1581 -2372
-1317 -3980 2071; 454 2085 -2482
-413 -3750 1437; 78 2627 -2623
410 -2880 1741; -296 3049 -2738
1127 -2254 581; -579 3485 -2813
1798 -1970 269; -677 3902 -2886
2346 -1389 -408; -930 4242 -2970
2837 -1074 -1148; -1357 4531 -3048
3073 -602 -1740; -1700 4745 -3110
2931 -460 -2860; -1788 4891 -3156
3309 -279 -3586; -1550 4944 -3195
3150 -663 -3948; -1370 4893 -3313
3828 -215 -4911; -1555 4588 -3425
3789 -594 -6349; -1928 4416 -3520
3194 -543 -6836; -2250 4145 -3585
2462 -400 -6476; -2171 3748 -3631
2837 -1259 -6113; -1786 3340 -3700
2608 -1319 -5880; -1312 2905 -3729
1285 -1261 -5274; -1230 2438 -3722
1906 -1770 -5150; -1393 1997 -3744
1286 -2296 -4703; -1570 1568 -3728
964 -1897 -4213; -1800 1145 -3611
620 -2287 -3904; -2011 762 -3495
1154 -2617 -3541; -1897 376 -3381
564 -2342 -2662; -1653 -25 -3178
661 -2302 -2698; -1578 -361 -2952
688 -2759 -2464; -1528 -684 -2746
608 -2713 -1977; -1458 -1034 -2488
906 -2426 -2010; -1521 -1353 -2175
215 -2750 -2348; -1613 -1630 -1879
593 -3321 -2722; -1514 -1927 -1578
1274 -3488 -2492; -1108 -2248 -1231
1061 -3077 -2526; -715 -2526 -855
1207 -3069 -2845; -532 -2763 -481
1044 -2841 -2865; -244 -3024 -102
1043 -2553 -2982; 15 -3300 288
1522 -2865 -3295; 102 -3562 642
2178 -2984 -3774; 209 -3802 981
2577 -2581 -4381; 574 -4002 1357
2914 -2539 -4259; 905 -4194 1729
2781 -2710 -4159; 1198 -4384 2053
2734 -2825 -4248; 1324 -4522 2377
2514 -3113 -4173; 1357 -4649 2684
2224 -2919 -4552; 1525 -4761 2955
2812 -2642 -5524; 1610 -4849 3182
3208 -2883 -6127; 1773 -4920 3357
2519 -2567 -6315; 2050 -4947 3513
1301 -2205 -6117; 1911 -4944 3605
1144 -2327 -5660; 1730 -4937 3568
1323 -2332 -5057; 2032 -4913 3459
1697 -2133 -4948; 2714 -4821 3347
2125 -1915 -4553; 3527 -4672 3264
2146 -1649 -4409; 4402 -4477 3197
1537 -1894 -3586; 5129 -4218 3095
-157 -1740 -2064; 5312 -3915 2965
-1046 -2605 -1906; 4256 -3599 2762
-1378 -3318 -1297; 3307 -3351 2466
-1800 -3348 -1580; 3062 -3095 2181
-1884 -3075 -1472; 3179 -2819 1901
-2513 -2892 -1679; 3415 -2547 1568
-2425 -3090 -2188; 3337 -2247 1200
-2488 -4060 -2329; 3226 -2001 819
-2665 -4619 -2208; 3342 -1777 466
-2749 -4873 -1803; 3661 -1547 139
-3311 -4183 229; 3757 -1322 -149
-3876 -3574 1364; 2925 -1039 -456
-3553 -4054 2239; 1564 -696 -842
-3579 -2777 1611; 699 -356 -1213
-2989 -3780 2993; 300 18 -1545
-2429 -3480 2381; 152 546 -1836
-2221 -3686 1260; 95 1079 -2160
-1202 -3855 1906; -87 1482 -2479
-1712 -3987 1381; -354 1908 -2759
-1182 -3023 674; -884 2422 -2964
-266 -2891 1194; -1435 2869 -3198
528 -2719 621; -1853 3343 -3387
1311 -2093 -54; -1871 3820 -3510
2291 -2512 405; -1599 4204 -3641
2409 -1496 -229; -1229 4585 -3747
2391 -1146 -964; -1181 4920 -3852
3141 -1090 -917; -1598 5127 -3961
3556 -756 -1648; -2312 5307 -4014
3449 -849 -2480; -2961 5505 -4011
5982 -16 -3053; -3069 5608 -3992
4290 -661 -5778; -2928 5611 -3918
4695 -109 -5925; -2457 5463 -3829
5104 -1101 -6748; -1677 5232 -3903
4602 -902 -7922; -1381 4969 -3952
4080 -871 -8197; -1552 4592 -3976
4031 -1440 -7832; -1819 4108 -4042
3371 -1892 -7558; -2014 3609 -4082
2572 -2246 -7189; -1778 3141 -4042
1904 -2215 -6340; -1428 2609 -3968
1781 -2563 -5213; -1226 2070 -3906
1891 -3033 -5071; -1245 1610 -3816
1311 -3204 -4396; -1222 1160 -3674
1114 -2659 -3229; -1160 690 -3484
849 -2121 -2889; -1145 282 -3283
1022 -1995 -2245; -1280 -96 -3079
759 -1582 -1949; -1380 -468 -2843
732 -1203 -2128; -1323 -793 -2600
815 -1200 -1878; -1315 -1114 -2371
1241 -1301 -1888; -1396 -1425 -2126
1033 -1685 -1635; -1496 -1725 -1868
654 -2118 -1703; -1602 -2009 -1602
421 -2288 -2178; -1498 -2273 -1322
783 -2740 -2352; -1281 -2567 -1022
1135 -2998 -2588; -960 -2867 -692
1104 -3207 -3299; -553 -3116 -351
1203 -3213 -3518; -142 -3377 13
2034 -3458 -3295; 179 -3667 405
1286 -3679 -3294; 405 -3926 782
1725 -3537 -3759; 532 -4144 1163
2259 -3679 -3891; 757 -4363 1545
2363 -3283 -4722; 1119 -4560 1901
3433 -3025 -4839; 1510 -4738 2253
3465 -2698 -5037; 2011 -4878 2609
3069 -2848 -5010; 2402 -4972 2934
3382 -2753 -5204; 2540 -5070 3224
3504 -2270 -5534; 2781 -5129 3503
3480 -1929 -5253; 2962 -5149 3734
3506 -1914 -5378; 2228 -5142 3867
2340 -1235 -5460; 1430 -5111 3872
1189 -541 -5603; 1159 -5070 3763
1466 -1093 -5109; 1622 -5014 3513
1081 -1243 -4253; 2294 -4907 3282
1041 -716 -3973; 3003 -4710 3138
867 152 -3460; 3863 -4462 2953
535 -363 -3523; 4766 -4166 2644
-295 473 -2055; 5368 -3831 2374
-1981 384 -1053; 4702 -3482 2092
-2372 -1608 -1023; 2982 -3158 1661
-2666 -2428 -939; 1631 -2903 1222
-3103 -2944 -1002; 1322 -2624 808
-3314 -3100 -1553; 1468 -2303 406
-3076 -4081 -1966; 1516 -2012 6
-3005 -3881 -2532; 1480 -1743 -324
-2742 -4503 -2960; 1539 -1461 -651
-2249 -5392 -3675; 1569 -1196 -977
-2222 -4954 -3259; 1800 -983 -1191
-2390 -4904 -1504; 1891 -776 -1393
-2627 -5212 -531; 1476 -462 -1626
-2485 -5366 315; 708 -92 -1791
-2304 -5851 1191; 258 290 -1932
-2081 -6309 1470; 361 743 -2067
-2121 -5660 1017; 468 1262 -2130
-1660 -5095 840; 454 1769 -2178
-819 -5182 930; 156 2244 -2274
-464 -4755 357; -369 2755 -2341
-98 -3559 694; -946 3266 -2337
473 -3259 680; -1434 3745 -2366
1243 -2405 25; -1745 4228 -2392
2043 -1911 -252; -1622 4655 -2412
2715 -963 -897; -1255 5028 -2455
3202 -155 -1748; -911 5352 -2530
3689 463 -2166; -966 5564 -2650
4162 512 -2670; -1135 5700 -2801
4467 1461 -3429; -1389 5771 -2923
4125 1097 -3493; -1684 5759 -3054
4277 -354 -5249; -1710 5658 -3180
4730 318 -5970; -1515 5454 -3215
4214 492 -6768; -1455 5299 -3268
4120 233 -7713; -1498 5070 -3415
3656 -493 -7690; -1510 4615 -3546
3318 -357 -7188; -1527 4099 -3559
3275 -781 -7873; -1162 3685 -3602
2934 -1554 -7445; -963 3176 -3683
2461 -1648 -6788; -1139 2596 -3703
2063 -1933 -6417; -1295 2094 -3658
1276 -1897 -5503; -1458 1594 -3594
1036 -2143 -4587; -1706 1097 -3512
787 -2380 -3861; -1795 661 -3386
519 -2107 -3188; -1768 267 -3207
352 -2028 -2796; -1681 -105 -3033
437 -2017 -2413; -1575 -469 -2845
388 -1872 -2150; -1550 -827 -2608
513 -1828 -2309; -1528 -1148 -2369
671 -2090 -2180; -1595 -1473 -2130
640 -2115 -1986; -1738 -1809 -1854
770 -2344 -2465; -1794 -2098 -1551
794 -2656 -2905; -1433 -2390 -1246
1050 -3003 -2744; -905 -2759 -913
1239 -3114 -3124; -598 -3109 -540
1606 -3986 -3781; -485 -3405 -149
1712 -4842 -3702; -189 -3718 269
2138 -4781 -3609; 168 -4027 754
2252 -5230 -3737; 728 -4278 1233
2623 -5788 -3629; 1315 -4498 1722
2825 -5792 -3718; 1827 -4696 2240
3236 -5393 -4611; 2365 -4833 2737
3946 -4773 -5759; 2882 -4934 3205
4914 -4170 -6386; 3176 -5022 3641
4963 -3229 -7327; 3364 -5031 3993
4134 -2858 -6386; 3779 -4991 4246
2945 -1607 -5218; 3783 -4926 4444
2642 -746 -4156; 3464 -4766 4505
2192 -896 -4022; 3097 -4542 4373
2223 -1053 -3467; 3092 -4326 4184
2197 445 -2768; 3770 -4056 4053
1483 1120 -1878; 4752 -3647 3840
-253 1318 -594; 5151 -3144 3499
-1266 1888 -430; 4355 -2653 3145
-1577 415 335; 3154 -2276 2655
-1717 -346 -314; 2683 -1892 2127
-1791 -532 80; 2751 -1502 1668
-1665 -981 258; 2471 -1119 1304
-1918 -1678 -214; 1893 -747 956
-2200 -3275 -944; 1212 -450 601
-2501 -3391 -1317; 960 -205 339
-2199 -3862 -1183; 1070 10 133
-2443 -4358 -1801; 722 193 -27
-1930 -4378 -1905; 218 399 -89
-1862 -4266 -2887; 262 572 -183
-1617 -4527 -2657; 530 629 -264
-1037 -4232 -2838; 512 692 -290
-673 -4205 -3445; 205 821 -308
-691 -4691 -3834; 174 903 -336
-740 -4394 -3243; 540 893 -328
-1189 -3945 -2733; 828 905 -310
-1480 -3981 -2736; 873 980 -319
-1943 -3658 -2611; 690 1025 -321
-1520 -3483 -2636; 367 1027 -313
-979 -3781 -3211; 166 1044 -330
-779 -3621 -3669; 122 1068 -337
-501 -3258 -3906; 208 1068 -322
-442 -3078 -3841; 402 1042 -327
-581 -3095 -3599; 651 991 -353
-576 -2803 -3502; 676 943 -370
-617 -2821 -3433; 538 909 -388
-818 -2896 -3473; 387 870 -410
-806 -2894 -3198; 298 815 -426
-901 -2807 -3123; 186 765 -443
-694 -3078 -3213; 98 732 -451
-906 -3004 -2997; 139 690 -452
-828 -3023 -3059; 227 637 -457
-779 -3152 -3025; 320 595 -460
-820 -3042 -3032; 320 555 -455
-740 -3039 -3024; 262 505 -450
-730 -2980 -2963; 242 452 -449
-812 -2878 -2883; 197 401 -441
-669 -2861 -2866; 87 347 -438
-507 -3136 -3076; -12 296 -438
-689 -3141 -2932; 7 250 -427
-509 -3329 -2784; 63 207 -415
-611 -3322 -2634; 57 159 -407
-579 -3382 -2634; 62 122 -390
-649 -3252 -2536; 77 98 -367
-566 -3237 -2447; 81 73 -350
-646 -3330 -2403; 54 47 -333
-583 -3188 -2430; -26 27 -313
-621 -3302 -2535; -84 17 -295
-498 -3459 -2425; -39 -5 -273
-563 -3336 -2476; -11 -29 -247
-437 -3485 -2534; -15 -37 -224
-218 -3714 -2595; 5 -45 -199
-607 -3411 -2417; 41 -64 -167
-382 -3474 -2397; 28 -77 -139
-462 -3484 -2470; 24 -83 -118
-522 -3383 -2298; 77 -91 -91
-499 -3290 -2308; 158 -94 -66
-317 -3429 -2395; 211 -104 -48
-558 -3257 -2312; 214 -114 -27
-413 -3276 -2295; 158 -113 -9
-717 -3372 -2290; 44 -119 5
-506 -3572 -2249; 64 -125 22
-613 -3339 -2155; 124 -118 44
-560 -3291 -2089; 127 -114 58
-591 -3264 -2180; 74 -106 67
-608 -3143 -2213; 49 -100 74
-564 -3128 -2330; 94 -92 81
-423 -3257 -2347; 191 -89 86
-546 -3166 -2401; 199 -94 85
-518 -3099 -2391; 156 -96 82
-399 -3290 -2360; 124 -99 81
-738 -3117 -2317; 86 -104 80
-656 -3146 -2282; 21 -105 78
-674 -3228 -2184; 20 -101 72
-715 -3272 -2094; 74 -100 68
-739 -3158 -2172; 109 -96 67
-618 -3303 -2288; 142 -87 65
-794 -3296 -2275; 121 -79 61
-663 -3367 -2336; 77 -72 55
-758 -3301 -2198; 93 -68 50
-610 -3328 -2189; 107 -62 49
-687 -3153 -2171; 95 -51 42
-646 -3106 -2159; 80 -39 33
-563 -3215 -2092; 59 -30 25
-779 -3086 -2200; 18 -22 12
-599 -3143 -2311; -13 -11 0
-491 -3253 -2286; 0 -4 -12
-748 -3189 -2224; 59 2 -22
-712 -3164 -2152; 86 7 -34
-753 -3229 -2245; 72 14 -44
-927 -3169 -2213; 49 22 -54
-674 -3211 -2224; 47 24 -62
-783 -3093 -2271; 17 25 -72
-656 -3226 -2398; -27 30 -85
-628 -3129 -2396; -34 28 -92
-640 -3157 -2360; -36 24 -102
-527 -3323 -2328; -24 23 -115
-583 -3235 -2328; -7 23 -123
-588 -3272 -2171; -10 24 -126
-549 -3373 -2174; -25 28 -135
-760 -3247 -2188; -50 33 -142
-647 -3213 -2327; -69 38 -143
-655 -3387 -2349; -43 41 -144
-812 -3297 -2354; 0 43 -149
-614 -3334 -2335; -10 38 -152
-582 -3347 -2343; -20 37 -151
-585 -3407 -2310; -52 38 -152
-635 -3267 -2259; -61 37 -156
-528 -3242 -2245; -49 37 -155
-663 -3250 -2207; -22 36 -158
-595 -3228 -2260; -7 37 -163
-714 -3149 -2272; -19 36 -163
-559 -3385 -2364; -46 35 -165
-704 -3333 -2358; -47 33 -169
-588 -3305 -2368; -16 30 -165
-570 -3378 -2375; -6 24 -161
-557 -3309 -2402; -35 21 -164
-467 -3270 -2411; -60 17 -165
-433 -3155 -2370; -60 10 -160
-562 -3129 -2446; -52 9 -162
-465 -3166 -2434; -53 6 -166
-380 -3287 -2405; -44 2 -165
-651 -3211 -2357; -39 -4 -166
-370 -3285 -2377; -49 -4 -166
-538 -3162 -2387; -55 -3 -163
-408 -3290 -2424; -58 -2 -162
-471 -3129 -2427; -56 -1 -162
-409 -3193 -2422; -40 -3 -160
-476 -3229 -2407; -28 -4 -157
-465 -3149 -2454; -23 -3 -154
-656 -3092 -2424; -39 -4 -152
-307 -3305 -2471; -37 -5 -150
-446 -3196 -2421; -19 -12 -143
-240 -3138 -2492; -43 -18 -137
-250 -3197 -2679; -65 -21 -143
-575 -3102 -2404; -76 -38 -146
-138 -3189 -1656; -77 -41 -153
-416 -3118 -2856; -116 -1 -158
-768 -3226 -2255; -93 -28 -145
-449 -3291 -2224; -114 -75 -155
-605 -3522 -2845; -175 -55 -162
-901 -3374 -2417; -120 -59 -147
-556 -3387 -2709; -83 -70 -134
-644 -3348 -2901; -50 -71 -135
-529 -3173 -2514; -25 -95 -133
902 -3487 -2345; 2 -112 -130
-399 -3879 -806; 54 -83 -94
181 -2914 -2916; 13 -30 -67
287 -3352 -2020; -53 -119 -105
63 -3299 -2532; -113 -140 -108
-20 -3232 -3172; -130 -67 -81
-265 -3560 -2419; -94 -76 -69
-350 -3539 -2526; -39 -81 -53
-470 -3431 -2728; 54 -52 -28
-533 -3412 -2317; 78 -54 -13
-578 -3332 -2561; 46 -40 4
-616 -3279 -2561; 41 -23 18
-611 -3245 -2441; 57 -25 29
-533 -3181 -2686; 55 -18 35
-497 -3166 -2654; 44 -19 36
-503 -3124 -2709; 31 -26 36
-532 -3131 -2754; 32 -33 36
-556 -3185 -2688; 43 -44 32
-625 -3146 -2654; 55 -55 28
-647 -3118 -2575; 61 -63 24
-596 -3089 -2501; 66 -72 16
-540 -3013 -2445; 74 -82 9
-486 -2995 -2527; 77 -86 0
-471 -3008 -2453; 57 -91 -12
-449 -3039 -2483; 50 -98 -25
-449 -3003 -2475; 73 -105 -35
-468 -2983 -2459; 76 -112 -45
-473 -3002 -2480; 23 -116 -59
-522 -3009 -2448; -33 -121 -70
-483 -3074 -2425; -47 -124 -82
-489 -3074 -2451; -11 -125 -91
-497 -3107 -2364; 17 -131 -101
-494 -3136 -2453; 0 -129 -109
-570 -3212 -2562; -40 -126 -115
-557 -3249 -2460; -25 -128 -121
-547 -3251 -2524; 27 -124 -122
-482 -3253 -2438; 40 -125 -124
-469 -3180 -2447; 38 -122 -125
-467 -3208 -2455; 24 -113 -126
-454 -3185 -2373; 10 -111 -129
-454 -3183 -2395; 0 -104 -130
-475 -3199 -2418; 11 -95 -130
-506 -3196 -2413; 36 -93 -132
-475 -3201 -2521; 45 -87 -133
-464 -3222 -2578; 41 -82 -132
-446 -3209 -2550; 20 -81 -131
-433 -3237 -2667; 4 -80 -132
-395 -3204 -2553; 43 -84 -129
-354 -3171 -2575; 53 -83 -125
-337 -3264 -2633; 17 -80 -127
-311 -3219 -2557; 23 -83 -123
-261 -3206 -2609; 33 -82 -119
-228 -3292 -2645; 3 -83 -119
-255 -3227 -2656; -13 -86 -112
-272 -3231 -2684; -12 -84 -109
-284 -3259 -2637; 40 -84 -110
-294 -3127 -2576; 90 -83 -103
-264 -3202 -2627; 91 -77 -102
-227 -3184 -2564; 79 -77 -100
-228 -3100 -2565; 71 -76 -94
-215 -3179 -2631; 56 -70 -95
-209 -3105 -2595; 40 -73 -95
-216 -3103 -2659; 30 -73 -93
-170 -3156 -2685; 22 -70 -93
-188 -3160 -2657; 26 -74 -91
-162 -3157 -2656; 50 -75 -90
-205 -3125 -2590; 67 -72 -88
-264 -3062 -2504; 69 -69 -84
-324 -3052 -2424; 61 -61 -84
-347 -3059 -2402; 23 -54 -86
-354 -3100 -2428; 2 -45 -84
-381 -3069 -2434; 27 -32 -80
-396 -3097 -2459; 49 -17 -79
-428 -3069 -2456; 38 -7 -77
-416 -3080 -2496; 16 0 -76
-393 -3085 -2503; -1 11 -74
-358 -3061 -2475; 1 22 -70
-334 -2972 -2395; 11 32 -72
-259 -2894 -2361; 14 39 -75
-230 -2888 -2463; -45 49 -77
-203 -3011 -2585; -130 52 -83
-205 -3070 -2651; -129 60 -83
-226 -3124 -2715; -70 62 -85
-271 -3108 -2697; -41 58 -84
-309 -3140 -2689; -20 57 -81
-334 -3106 -2654; -4 56 -78
