-959 -2876 -2660; 120 -26 -41
-1163 -3104 -2622; 290 -267 -13
-1251 -2940 -2692; 290 -285 1
-1354 -3009 -2483; 320 -304 10
-1362 -3037 -2692; 234 -303 26
-1198 -3010 -2686; -15 -315 45
-1087 -2998 -2840; -255 -336 47
-1072 -3010 -2847; -429 -339 54
-1037 -2916 -2813; -512 -336 67
-1350 -2749 -2553; -493 -349 71
-1033 -2639 -2557; -335 -343 69
-1048 -2666 -2610; -152 -306 63
-1107 -2676 -2612; 16 -284 53
-1032 -2773 -2586; 84 -270 44
-1038 -2825 -2663; 111 -240 32
-1125 -2922 -2633; 83 -215 19
-1061 -2820 -2558; -11 -206 8
-1017 -2765 -2488; -93 -186 -1
-1081 -2697 -2524; -74 -155 -18
-1054 -2716 -2498; -4 -133 -39
-1116 -2763 -2515; 78 -115 -56
-1052 -2800 -2543; 149 -88 -74
-1140 -2806 -2588; 162 -66 -84
-1096 -2825 -2557; 135 -58 -96
-1271 -2790 -2634; 112 -46 -108
-1210 -2813 -2687; 143 -32 -116
-1220 -2815 -2705; 203 -20 -119
-1236 -2854 -2712; 237 -16 -122
-1449 -2853 -2742; 222 -9 -126
-1125 -2830 -2708; 231 -8 -121
-1299 -2949 -2734; 242 -8 -115
-1320 -2977 -2746; 212 -4 -111
-1222 -2934 -2742; 128 -8 -103
-1125 -2935 -2721; 59 -9 -91
-1231 -2891 -2726; 6 -10 -84
-1074 -2875 -2678; -33 -10 -75
-1090 -2834 -2682; -31 -10 -63
-1150 -2809 -2641; 21 -2 -54
-1068 -2816 -2577; 68 4 -44
-974 -2813 -2545; 87 7 -34
-985 -2833 -2525; 126 14 -26
-959 -2827 -2563; 157 26 -14
-866 -2866 -2521; 124 34 -1
-980 -2840 -2514; 61 35 7
-1074 -2826 -2506; 30 43 12
-787 -2893 -2450; 59 52 22
-882 -2970 -2402; 144 56 24
-991 -2927 -2434; 203 59 20
-870 -2940 -2511; 222 62 16
-985 -2926 -2633; 218 66 15
-1145 -2904 -2686; 180 60 9
-1087 -2874 -2766; 144 45 -4
-1103 -2914 -2857; 121 37 -11
-1114 -2928 -2845; 74 25 -15
-1103 -2918 -2858; 4 8 -21
-1039 -2945 -2780; -11 -3 -24
-1069 -2960 -2763; 18 -13 -22
-1003 -2869 -2691; 42 -24 -22
-929 -2859 -2587; 87 -30 -25
-955 -2847 -2547; 143 -30 -27
-1006 -2850 -2543; 156 -35 -28
-936 -2904 -2505; 146 -41 -30
-1061 -2916 -2529; 115 -42 -35
-1035 -2901 -2554; 41 -44 -40
-884 -2884 -2508; -4 -52 -40
-996 -2877 -2530; 4 -53 -42
-1038 -2931 -2596; 45 -51 -46
-999 -2915 -2657; 69 -49 -54
-906 -2903 -2633; 49 -51 -59
-1077 -2888 -2557; 28 -50 -61
-999 -2913 -2503; 34 -47 -67
-1047 -2950 -2542; 72 -38 -78
-1080 -2952 -2516; 137 -29 -90
-1217 -2890 -2619; 197 -23 -97
-1026 -3055 -2736; 196 -12 -101
-1069 -2873 -2639; 111 -6 -96
-936 -2955 -2637; 129 -8 -101
-973 -2971 -2633; 161 -4 -104
-1060 -2999 -2561; 152 -5 -101
-1150 -3000 -2552; 155 0 -100
-930 -3028 -2502; 152 -3 -95
-978 -3019 -2471; 78 -12 -88
-994 -2915 -2450; -30 -22 -81
-850 -2918 -2406; -80 -25 -76
-986 -2981 -2497; -101 -33 -74
-1043 -2874 -2526; -75 -38 -67
-1029 -2940 -2584; 62 -39 -61
-937 -2957 -2711; 182 -40 -59
-965 -2947 -2623; 174 -57 -55
-888 -3052 -2586; 85 -63 -44
-883 -3010 -2634; 27 -60 -31
-995 -2942 -2591; -2 -63 -30
-1066 -2856 -2590; -64 -71 -34
-961 -2872 -2463; -128 -68 -32
-1078 -2801 -2428; -133 -58 -22
-1080 -2900 -2465; -10 -46 -24
-957 -2925 -2512; 149 -38 -33
-1028 -3014 -2543; 222 -32 -31
-1090 -3013 -2536; 221 -21 -23
-1003 -2936 -2527; 184 -15 -16
-955 -2997 -2618; 157 -17 -21
-1045 -2978 -2665; 73 -23 -25
-807 -3012 -2644; -19 -29 -19
-971 -2982 -2576; -53 -37 -18
-956 -3000 -2580; -55 -37 -23
-1057 -2978 -2579; -19 -49 -26
-924 -3022 -2586; -7 -63 -30
-1032 -3057 -2625; -15 -68 -31
-873 -3092 -2625; -23 -77 -33
-866 -3098 -2652; 26 -90 -35
-855 -3080 -2670; 70 -103 -38
-939 -3024 -2647; 66 -118 -34
-836 -2930 -2682; 110 -129 -31
-811 -2925 -2782; 211 -146 -34
-994 -3037 -2727; 204 -169 -43
-973 -2948 -2645; 66 -185 -41
-1002 -2879 -2560; -8 -194 -43
-1069 -2865 -2496; -25 -206 -58
-1071 -2847 -2488; -46 -220 -68
-981 -2858 -2458; -62 -222 -71
-1028 -2820 -2428; -56 -221 -75
-1031 -2807 -2413; -25 -219 -86
-1047 -2825 -2391; 13 -216 -94
-1100 -2805 -2418; 40 -215 -93
-1088 -2804 -2507; 33 -213 -85
-939 -2846 -2576; 22 -210 -86
-1079 -2847 -2590; 38 -205 -94
-1153 -2869 -2579; 50 -202 -86
-1031 -2860 -2559; 16 -199 -68
-1147 -2918 -2585; 7 -190 -58
-1070 -2979 -2538; 19 -179 -57
-1093 -2969 -2641; 21 -169 -51
-953 -3044 -2748; 28 -155 -43
-1026 -3041 -2803; 54 -135 -35
-908 -3102 -2757; 79 -123 -30
-1031 -3079 -2757; 68 -110 -31
-1055 -3058 -2770; 26 -89 -43
-1116 -3087 -2836; -10 -59 -62
-898 -3176 -2793; -36 -27 -86
-883 -3358 -2691; -86 11 -129
-618 -3545 -2726; -215 79 -202
-594 -3687 -2806; -467 179 -315
-527 -3694 -3029; -866 311 -470
-607 -3548 -3131; -1309 487 -685
-575 -3257 -3058; -1605 751 -980
-992 -2418 -2856; -1652 1115 -1313
-1453 -1378 -1936; -1214 1534 -1662
-1418 -863 -1348; -374 2012 -2073
-801 -808 -1047; 407 2517 -2517
80 -1528 -1338; 739 2986 -2964
955 -2417 -1702; 769 3386 -3367
1790 -3322 -1813; 938 3654 -3666
2261 -4046 -2125; 1292 3814 -3870
2730 -4665 -2675; 1863 3862 -3990
2255 -4113 -3579; 1879 3652 -3954
1477 -2944 -2176; 1287 3173 -3701
2224 -4313 -1908; 1473 2962 -3459
1958 -4490 -3217; 1912 2789 -3126
817 -4413 -3175; 1426 2171 -2537
459 -4843 -3099; 985 1542 -1794
-425 -4613 -3523; 838 996 -846
28 -4541 -3099; 643 277 213
110 -4008 -2532; 482 -458 1315
715 -3918 -3727; 384 -1078 2433
1076 -3634 -3816; 317 -1719 3472
1893 -3573 -4297; 571 -2278 4332
1555 -3334 -4586; 889 -2764 5150
2075 -3375 -4290; 1013 -3229 5854
2321 -2959 -3689; 736 -3614 6388
2130 -3059 -3046; 296 -3872 6685
343 -2387 -2423; -315 -4068 6738
-155 -3296 -1241; -1119 -4184 6477
-1150 -2715 -2975; -2096 -4139 5986
-2019 -985 -2121; -3170 -4215 5334
-1967 106 671; -3719 -4112 4214
-2032 -551 540; -2856 -3388 2716
-2454 -1023 -150; -1802 -2484 1428
-2441 4 666; -1302 -1677 464
-1481 57 1599; -745 -662 -625
-208 -821 1462; 8 549 -1902
575 -1401 1115; 482 1675 -3009
1661 -1616 656; 673 2655 -3839
2963 -2985 -873; 872 3524 -4581
4175 -5378 -1908; 1035 4193 -5243
4277 -6709 -3801; 1059 4579 -5648
5183 -7164 -3587; 1688 4779 -5794
6180 -9005 -4830; 2556 4883 -5925
4841 -7642 -4790; 2057 4611 -5844
4696 -7362 -2664; 1422 4172 -5591
5272 -6822 -3628; 1882 3970 -5303
3454 -5378 -5408; 1995 3530 -4656
1423 -4149 -4550; 1600 2838 -3853
150 -3593 -3727; 1147 2245 -2998
-1142 -3477 -3631; 758 1680 -2059
-2090 -3158 -3292; 454 1077 -1073
-2735 -2695 -3342; 318 477 -24
-2636 -2646 -3578; 322 -124 1057
-1883 -3444 -3960; 287 -724 2094
-984 -4065 -4350; 188 -1305 3061
-239 -4319 -4663; 184 -1878 3955
-61 -4123 -4541; 250 -2425 4763
332 -4020 -3735; 165 -2948 5444
1309 -3658 -3241; -103 -3413 5968
1715 -2936 -2668; -428 -3808 6286
1829 -2150 -1775; -1072 -4144 6346
973 -1961 -89; -1877 -4393 6141
449 -2852 -775; -2658 -4401 5687
-525 -3581 -1779; -3660 -4409 5095
-2588 -2525 -270; -4399 -4539 4237
-690 -3484 -184; -3814 -4112 2927
-1399 -3729 -999; -2423 -3130 1527
-1614 -2045 -171; -1482 -2140 472
-1333 -254 1499; -688 -1064 -454
-989 618 2595; 209 146 -1536
-269 -67 2888; 562 1303 -2643
1296 -1551 2511; 519 2451 -3642
2791 -3331 670; 421 3539 -4524
4677 -6031 -573; 752 4413 -5229
4763 -7600 -4195; 1455 4975 -5548
4697 -7972 -4295; 2500 5138 -5622
5878 -7965 -5335; 3121 5114 -5727
5242 -6736 -3983; 2485 4775 -5614
4651 -7938 -1825; 1555 4358 -5379
2802 -6535 -3372; 1368 4105 -4891
435 -4370 -5483; 1393 3583 -3981
-965 -3643 -5035; 1210 2801 -2976
-2083 -2387 -3654; 747 1990 -1875
-3108 -1285 -3606; 397 1253 -681
-2343 -2628 -3428; 234 547 476
-2221 -3464 -4304; 109 -115 1494
-1717 -4319 -5324; -98 -816 2519
-796 -4322 -5778; -200 -1541 3523
-222 -3601 -5718; -157 -2248 4446
-169 -2678 -5141; -156 -2874 5198
217 -2214 -4277; -438 -3388 5741
563 -2165 -2873; -910 -3854 6095
741 -2049 -2335; -1501 -4278 6311
-342 -1988 -952; -2122 -4653 6366
-281 -2802 -85; -2493 -4840 6079
65 -4548 -1996; -2535 -4729 5541
-661 -5189 -2407; -2779 -4697 5094
-1167 -4688 -393; -3283 -4633 4513
-1358 -4224 25; -3272 -3990 3499
-1991 -5425 -1590; -2489 -2997 2271
-1436 -3019 124; -1530 -2095 1279
-743 -764 1487; -871 -1099 450
-281 547 2759; -191 106 -456
90 541 2524; 106 1401 -1545
427 -350 1563; 75 2619 -2645
1085 -1689 204; 75 3654 -3542
2148 -3466 -1458; 368 4503 -4250
3053 -5801 -4054; 882 5144 -4815
5217 -8554 -4815; 1605 5416 -5175
2880 -8893 -5857; 2050 5264 -5249
3645 -8008 -5128; 2425 5019 -5357
3058 -6964 -5229; 2396 4797 -5487
1625 -5462 -4922; 2044 4326 -5215
569 -3821 -4043; 1665 3519 -4505
633 -4583 -4442; 1505 2650 -3606
-899 -4677 -4134; 1169 1780 -2536
-1246 -4342 -3715; 719 872 -1317
-1775 -4822 -3422; 386 -23 -66
-1933 -4462 -3999; 310 -775 1013
-1818 -3537 -5221; 144 -1457 2085
-1399 -3262 -5390; -124 -2189 3207
-540 -2415 -4095; -164 -2910 4283
73 -2142 -2911; 24 -3491 5142
233 -2941 -1906; 305 -3865 5735
702 -3557 -2209; 104 -4099 6183
36 -2029 -1944; -681 -4380 6524
-1775 -997 53; -1741 -4623 6574
-1296 -2638 -1411; -2456 -4458 6127
-2355 -2365 -438; -2899 -4280 5599
-2458 -1831 1304; -3659 -4207 4904
-780 -1641 1473; -3086 -3440 3686
-2583 -1564 176; -1683 -2278 2347
-2275 -403 427; -938 -1237 1335
-1783 917 1113; -481 -182 391
-1218 1021 1043; -64 968 -761
193 -510 -113; 354 2231 -2056
1579 -1931 -1040; 707 3337 -3136
2532 -3251 -1126; 969 4171 -3969
3049 -4829 -1871; 1286 4855 -4717
3934 -6475 -4596; 1518 5342 -5338
6438 -9431 -5170; 1919 5373 -5678
3385 -8756 -4758; 1818 4975 -5738
4917 -8471 -3576; 2332 4736 -5859
3816 -8220 -4571; 2558 4532 -5807
2842 -7145 -5363; 2593 3945 -5334
1172 -5904 -5560; 2145 2980 -4517
56 -5193 -5100; 1535 2075 -3510
-1302 -5750 -4479; 876 1246 -2323
-3389 -3311 -3625; 272 429 -1060
-3110 -3211 -2946; -62 -347 116
-3272 -2955 -3563; -227 -976 1186
-3100 -2695 -4224; -476 -1611 2330
-2579 -2495 -4235; -625 -2275 3447
-1860 -2266 -3749; -636 -2903 4387
-1745 -2541 -2983; -579 -3438 5081
-1157 -2609 -2373; -455 -3826 5549
-584 -2941 -2386; -679 -4083 5840
-1089 -1060 -1729; -1446 -4374 6049
-1500 -2091 -1029; -2234 -4534 5934
-796 -3107 -2784; -2597 -4325 5462
-1968 -1948 -122; -2860 -4312 4942
-1815 -1749 1610; -2691 -4114 4182
-552 -2541 159; -2151 -3169 2912
-1193 -1839 395; -1437 -2126 1664
-1696 -1325 -575; -1045 -1184 670
-1431 -893 -1192; -401 -117 -326
-403 -1039 -25; 348 910 -1373
995 -2067 697; 1045 1983 -2456
1702 -3152 -147; 1332 3035 -3472
2473 -3931 -636; 1021 3850 -4374
5227 -6125 -1284; 638 4457 -5145
3907 -7177 -4244; 304 4840 -5606
3791 -7563 -4608; 973 4988 -5763
2721 -8254 -6971; 1962 5040 -5855
2321 -8144 -6545; 2393 4755 -5871
1822 -7201 -4889; 2376 4239 -5694
1178 -7012 -4403; 2309 3747 -5290
-12 -5089 -4041; 1908 3055 -4525
-2238 -3304 -3544; 1215 2218 -3474
-3710 -2325 -3105; 798 1477 -2328
-4373 -1482 -3842; 578 756 -1166
-4192 -2054 -3858; 336 -16 21
-3313 -3431 -4877; 100 -696 1179
-2474 -4411 -5415; -329 -1392 2434
-1833 -4594 -5008; -793 -2142 3623
-1180 -3904 -4091; -888 -2822 4597
-355 -2537 -3442; -852 -3370 5346
-404 -1924 -2602; -910 -3814 5850
349 -2500 -3167; -1141 -4131 6128
875 -1539 -2532; -1711 -4485 6381
548 -2695 -2063; -2307 -4709 6325
981 -4411 -3133; -2395 -4584 5848
-995 -4599 -1469; -2851 -4592 5286
-238 -3911 43; -3288 -4362 4458
-543 -4701 -1890; -2982 -3495 3166
-1785 -3860 -2916; -2311 -2565 1898
-1084 -2232 -2082; -1339 -1754 1005
-849 -692 -348; -378 -757 153
-308 -222 1242; 296 434 -935
423 -982 1534; 696 1665 -2130
714 -1955 1286; 622 2747 -3164
1291 -2995 88; 219 3665 -4049
2525 -4446 -2515; -141 4468 -4799
4250 -6532 -4265; 308 5075 -5279
4055 -8165 -5021; 1488 5327 -5457
2724 -8861 -6320; 2176 5270 -5523
2472 -8261 -6572; 2341 5045 -5586
1214 -5939 -6363; 2311 4643 -5532
1454 -5102 -5928; 2359 4227 -5272
300 -3874 -4545; 1992 3560 -4615
-1779 -3066 -2827; 1379 2689 -3642
-3508 -2102 -2867; 1115 2006 -2592
-4826 -2102 -3201; 879 1340 -1582
-5354 -2615 -3965; 547 585 -492
-4885 -3517 -4352; 323 -143 734
-3763 -3881 -4554; 8 -832 1913
-2943 -3887 -4470; -409 -1541 2965
-1913 -3172 -4396; -679 -2221 3902
-1050 -1844 -3884; -904 -2875 4715
-426 -1220 -3396; -1099 -3470 5292
420 -1535 -3424; -1231 -3960 5614
1491 -1570 -3834; -1381 -4380 5835
668 -1605 -2355; -1698 -4796 5965
521 -4036 -2356; -2087 -4895 5626
-142 -6195 -5616; -2700 -4729 4970
-1035 -5728 -4501; -3707 -4832 4357
-185 -4202 -2990; -3940 -4655 3497
-272 -3163 -2373; -3007 -3835 2354
52 -2026 -1041; -1752 -2818 1369
-87 -735 377; -892 -1713 518
31 -635 1223; -304 -515 -457
594 -1101 1353; -169 754 -1541
645 -1795 869; -401 2036 -2508
938 -2475 -488; -502 3299 -3344
1799 -3585 -2638; -260 4404 -4067
2154 -4995 -3914; 633 5221 -4599
2142 -6215 -4015; 2083 5727 -4939
4012 -7520 -4612; 2969 5936 -5190
2889 -6991 -5115; 2862 5744 -5317
2390 -5594 -2713; 2713 5321 -5256
1837 -6636 -3987; 3086 5066 -5239
-109 -5805 -5958; 3083 4583 -4951
-1662 -4386 -4924; 2425 3605 -4069
-2909 -3587 -4208; 1952 2648 -2920
-3995 -3196 -4245; 1575 1791 -1773
-4839 -3169 -3664; 995 881 -582
-4937 -2817 -3370; 403 56 552
-4145 -2369 -3418; -148 -708 1619
-3477 -1753 -4061; -646 -1461 2678
-2759 -1253 -4343; -1098 -2248 3672
-1276 -1338 -4174; -1521 -3039 4455
-183 -1857 -3827; -1829 -3761 5014
674 -2514 -4072; -1929 -4369 5382
1146 -3234 -4069; -1871 -4910 5622
953 -3720 -4331; -2026 -5373 5748
-32 -3953 -3389; -2340 -5634 5582
761 -5710 -5575; -2845 -5496 5033
915 -5626 -4905; -3786 -5566 4513
376 -4550 -2219; -4156 -5710 3971
946 -2865 -634; -2068 -4882 3138
-697 -2208 -945; 186 -3621 2356
-1400 -610 1753; 1006 -2493 1773
-2368 -1268 1924; 1096 -1326 1097
-2094 -1919 1357; 471 -9 164
-1784 -2299 727; -243 1286 -710
-1143 -2018 532; -238 2554 -1359
-416 -1849 793; 451 3747 -1984
257 -1921 908; 1204 4756 -2683
1314 -2628 -485; 1865 5574 -3383
1676 -3746 -2772; 2582 6161 -4013
966 -4991 -3939; 3097 6374 -4544
1612 -5588 -4616; 3456 6279 -4973
4934 -9899 -4129; 4097 5966 -5344
4169 -6929 -5726; 3645 5268 -5461
3408 -6637 -4471; 2959 4665 -5359
2697 -7184 -6273; 3051 4375 -5250
1115 -5216 -6247; 2310 3515 -4801
1163 -4778 -5769; 1835 2554 -4155
940 -4854 -5801; 1658 1872 -3520
557 -4469 -5366; 1228 1217 -2871
35 -3882 -4666; 702 630 -2212
-805 -2571 -3839; 206 185 -1546
-1194 -1739 -2754; -314 -175 -979
-1475 -1461 -2125; -705 -466 -542
-1595 -1392 -1727; -864 -698 -163
-1240 -1597 -1442; -809 -870 164
-1015 -2026 -1529; -642 -975 418
-574 -2419 -1743; -514 -1056 615
-384 -2659 -1939; -471 -1134 785
-192 -2699 -2026; -460 -1195 924
-385 -2510 -2040; -440 -1224 1028
-362 -2435 -2147; -419 -1244 1109
-257 -2452 -2116; -449 -1273 1166
-47 -2634 -1943; -504 -1287 1194
109 -2807 -1831; -528 -1275 1200
472 -2918 -1682; -486 -1247 1196
394 -2878 -1624; -400 -1209 1183
410 -2806 -1671; -350 -1166 1166
411 -2841 -1770; -334 -1118 1139
374 -2964 -1877; -314 -1071 1117
470 -3204 -2175; -229 -1026 1097
474 -3455 -2477; -88 -981 1072
385 -3559 -2672; 12 -925 1036
694 -3545 -2879; -11 -878 999
784 -3651 -2729; -99 -833 955
839 -3875 -2522; -145 -785 905
540 -3809 -2682; -157 -745 869
527 -3727 -2635; -125 -716 845
507 -3474 -2657; -70 -678 808
648 -3539 -2582; 18 -620 751
535 -3328 -2744; 121 -555 693
313 -3175 -2743; 185 -497 640
146 -3381 -2719; 145 -444 584
113 -3148 -2578; 44 -395 518
-8 -3155 -2529; -47 -350 446
164 -3219 -2310; -73 -303 378
235 -3403 -2270; -21 -252 316
215 -3361 -2417; 96 -202 249
-144 -3344 -2496; 199 -155 183
65 -3209 -2676; 217 -117 127
43 -3197 -2567; 171 -91 77
-249 -3131 -2620; 95 -69 26
-473 -3280 -2642; 75 -49 -16
-156 -3281 -2694; 92 -39 -50
-148 -3269 -2573; 110 -37 -78
-167 -3376 -2563; 132 -32 -98
-160 -3337 -2632; 140 -32 -108
-73 -3202 -2643; 127 -42 -109
-209 -3159 -2659; 98 -56 -107
-185 -3107 -2772; 51 -67 -103
-55 -3175 -2682; 11 -80 -97
-214 -3138 -2608; -21 -97 -89
-61 -3268 -2419; -3 -109 -76
-75 -3281 -2506; 60 -119 -58
-285 -3200 -2548; 112 -128 -41
-200 -3133 -2640; 112 -138 -27
-161 -3113 -2557; 75 -148 -14
-318 -3070 -2532; 32 -159 3
-280 -3091 -2536; 39 -160 18
-245 -3125 -2514; 49 -163 28
-267 -3090 -2436; 34 -170 40
-246 -3066 -2423; 30 -172 54
-187 -3121 -2319; 53 -167 68
-287 -3171 -2302; 74 -161 77
-480 -3198 -2357; 92 -155 87
-239 -3155 -2435; 107 -155 93
-239 -3112 -2422; 61 -156 100
-343 -3068 -2490; 18 -155 107
-226 -3020 -2399; -11 -154 108
-225 -3067 -2377; 20 -155 110
-396 -3094 -2505; 163 -145 111
-493 -3018 -2758; 343 -136 106
-278 -3270 -2249; 584 -134 97
-398 -3098 -2287; 620 -131 100
-517 -3188 -2371; 563 -129 99
-487 -3071 -2482; 415 -118 84
-577 -3095 -2331; 275 -117 87
-527 -3144 -2360; 290 -120 83
-356 -3182 -2341; 349 -108 75
-499 -3337 -2278; 478 -100 74
-602 -3405 -2302; 489 -97 77
-410 -3340 -2287; 377 -89 83
-386 -3282 -2260; 318 -86 94
-464 -3283 -2235; 345 -83 97
-307 -3202 -2226; 376 -78 98
-425 -3177 -2262; 406 -75 97
-499 -3195 -2240; 430 -76 102
-634 -3192 -2306; 440 -77 103
-532 -3255 -2244; 426 -74 100
-523 -3270 -2278; 453 -72 100
-404 -3330 -2268; 497 -79 104
-377 -3376 -2260; 493 -88 109
-470 -3352 -2236; 465 -99 111
-481 -3293 -2303; 466 -99 108
-400 -3320 -2136; 524 -102 111
-623 -3297 -2095; 595 -113 113
-730 -3259 -2096; 643 -121 104
-552 -3383 -2141; 663 -116 88
-732 -3247 -2132; 662 -113 78
-851 -3197 -1959; 647 -125 76
-739 -3245 -2038; 666 -126 58
-655 -3244 -2127; 722 -115 30
-676 -3271 -2103; 810 -120 27
-703 -3404 -2030; 965 -119 26
-609 -3513 -1964; 1163 -104 11
-462 -3537 -1866; 1302 -98 6
-573 -3633 -1811; 1392 -100 10
-546 -3669 -1663; 1426 -87 14
-616 -3660 -1552; 1363 -75 12
-616 -3420 -1483; 1267 -68 3
-473 -3347 -1498; 1321 -55 -1
-598 -3445 -1532; 1546 -41 -16
-696 -3715 -1363; 1833 -33 -44
-468 -3570 -1451; 1996 -23 -65
-634 -3988 -1402; 2151 -11 -78
-1018 -4393 -925; 2322 -18 -89
-1001 -4242 -775; 2091 -12 -90
-894 -4087 -770; 1724 -2 -102
-786 -3930 -758; 1520 -5 -109
-792 -3743 -786; 1453 0 -113
-339 -3660 -740; 1516 16 -126
-185 -3608 -736; 1702 23 -148
37 -3566 -525; 2099 17 -168
68 -3954 -355; 2617 10 -184
-363 -4589 54; 2974 9 -185
-675 -4541 248; 2800 13 -162
-496 -4559 448; 2274 1 -143
-528 -4672 366; 1801 -27 -123
-651 -4728 233; 1453 -37 -89
-306 -4414 199; 1204 -49 -50
-349 -4129 274; 1105 -61 -12
-453 -3916 180; 1252 -63 19
-345 -3922 304; 1421 -64 40
-294 -3884 416; 1408 -77 55
-441 -3844 383; 1307 -80 70
-678 -3668 622; 1247 -90 74
